0,Devon singer Joss Stone and rock band Muse won coveted Brit awards during the event's 25th anniversary.  Seventeen-year-old Stone from near Cullumpton won two awards: best British female act and best urban act out of three award nominations. Muse whose members met in south Devon beat Franz Ferdinand Jamie Cullum Kasabian and The Libertines for best British live act. The band has sold about two million records worldwide.  After 
0,Motley Crue guitarist Mick Mars is being sued by his ex-girlfriend for $10 million (Â£5.4 million) claiming he broke a promise to take care of her.  The woman Robin Mantooth said Mars promised her repeatedly that he would provide financial support in the event of the couple breaking up. When they split in December Mantooth says Mars denied any such agreement. She is asking a Los Angeles court to award her half the musician's pr
0,US band Scissor Sisters led the winners at the UK music industry's Brit Awards walking off with three prizes. The flamboyant act scored a hat-trick in the international categories winning the best group best album and best newcomer awards. Glasgow group Franz Ferdinand won two prizes as did Keane and Joss Stone who was voted best urban act by digital TV viewers. Robbie Williams' Angels was named the best song of the past 25 yea
0,R&B star Jamelia had three Brit nominations to go with her triple triumph at last year's Mobo awards.  The Birmingham-born singer full name Jamelia Davis was signed to a record label at the age of 15 and released her first single So High at 18. She released four number ones from her 2000 album Drama including the top five hit Money featuring the vocals of reggae artist Beenie Man. She racked up five Mobo nominations in 2000 win
0,Indie dance band Kasabian built up a cult following throughout 2004 to secure three Brit Award nominations.  The four-piece Leicester band blends dark electronics with rock earning Kasabian places on the best British group rock act and live act shortlists. They have also earned a reputation as outspoken and charismatic in contrast to fellow Brit nominees such as Keane and Snow Patrol. British music needs a kick up the arse and 
0,Joss Stone a 17-year-old soul singer from Devon beat Dizzee Rascal Jamelia Lemar and The Streets to win best British urban act at the Brit Awards. Her victory has reignited the debate about what urban music is.      I'm not really comfortable with the word urban. It's a word that's been manufactured in this country and America to describe black music. The word urban seems to cover such a broad range of black music that it's wro
0,Proposals to open a museum dedicated to Jimi Hendrix are flailing because of a row over the home of his late father.  The run-down house in Seattle has already been moved wholesale once and local authorities are now demanding it be moved to another site. Hendrix supporters hoped to turn the home into a museum for the guitarist. The mayor is going to go down as the mayor who destroyed Jimi Hendrix's house said Ray Rae Marshall o
0,Singer Courtney Love has been spared jail for assault and drug offences but must serve three years probation.  She had back-to-back court appearances in two separate cases in Los Angeles first pleading no contest to attacking a woman with a whisky bottle. In the second Ms Love 40 pleaded guilty to possessing a forged prescription and painkiller oxycodone. She must also do 100 hours community service have drug treatment attend N
0,US hip-hop star Kanye West - who leads the race for this year's Grammys with 10 nominations - rose to prominence by producing songs for artists such as Jay-Z and Alicia Keys.  He then emerged from his behind-the-scenes role to become an artist as well as a producer. But his solo career almost ended before it began after a near-fatal car crash left West with his jaw wired shut in 2002. The resulting song Through the Wire became 
0,Pop star Christina Aguilera is to marry music executive Jordan Bratman the singer's agent has confirmed.  Bratman 26 proposed to Grammy-winning singer Aguilera 23 on holiday at an undisclosed location. The pair have been together for more than two years. No wedding plans have been set yet said Aguilera's agent Meghan Prophet. Aguilera burst onto the pop scene in 1999 winning a best new artist Grammy in 2000. Her hits include Wh
0,Brits success has helped return Keane's award-winning album Hopes and Fears back to the top of the UK album chart.  The debut album which took the best British album title at the Brits on Tuesday moved up seven places from number eight to number one. Also capitalising on Brits success were the Scissor Sisters whose eponymous album moved three places to number two. U2's latest single Sometimes You Can't Make It On Your Own took 
0,U2 who have won three prestigious Grammy Awards for their hit Vertigo are stubbornly clinging to their status as one of the biggest bands in the world.  The most popular groups in the history of rock all have several things in common. The music must be inspired and appeal across generations and be distinctive if not always groundbreaking. But such success is down to more than music. They have to be compelling performers charism
0,Ray Charles who has won a string of posthumous Grammy Awards belonged to a pioneering generation of artists that had a huge influence on the course of rock and pop music.  His sound encompassed so many styles - blues gospel jazz rock 'n' roll even country - and had a real impact on the nascent UK beat and R&B scenes.  Compared in stature to Elvis Presley by some commentators Charles' songs cast their spell on such 1960s stalwar
0,The memory of soul legend Ray Charles dominated the music world's leading music ceremony on Sunday as he was given eight posthumous Grammy Awards.  Charles who died in 2004 got honours including record and album of the year while Alicia Keys and actor Jamie Foxx performed a musical tribute to him. R&B star Keys won four awards herself at the Grammy ceremony in Los Angeles. U2 Usher Norah Jones and Kanye West got three each. Wes
0,The original stars of Swedish pop quartet Abba have reunited for the home premiere of hit musical Mamma Mia! which is based on the band's songs.  It is the first time in almost 20 years that the four Bjorn Ulvaeus Benny Andersson Agnetha Faltskog and Anni-Frid Lyngstad have met publicly. Faltskog has been a virtual recluse since the band split up in 1982. The musical which has become a global phenomenon will be performed in Swe
0,A campaign has been launched to help independent labels get their music online and benefit from the growing trend for downloading music.  The British Phonographic Industry has identified a lack of independent music available for download. We want to ensure that independent repertoire is as successful in the download world as it is in the physical world said BPI chief Peter Jamieson. Downloaded singles have now overtaken physica
